"Product Name","Quantity Sold","Current Stock Quantity","live_sale_price","Gross Sales","Gross Sales (After Discounts)"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Purple Dinosaur Scroll Coral – WYSIWYG LPS Frag","1","0","29.99","29.99","26.99"
"TSA Purple Dinosaur Scroll Coral – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Purple Dinosaur Scroll Coral – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Pumpkinhead Goni – WYSIWYG LPS Frag","1","0","149.99","149.99","149.99"
"TSA Pumpkinhead Goni – WYSIWYG LPS Frag","0","1","149.99","0.00","0.00"
"TSA Prairie Fire – WYSIWYG SPS Coral Frag","1","0","119.99","119.99","32.86"
"TSA Prairie Fire – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Prairie Fire – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Prairie Fire – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Prairie Fire – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Prairie Fire  – WYSIWYG SPS Frag","0","1","119.99","0.00","0.00"
"TSA Prairie Fire  – WYSIWYG SPS Frag","0","1","119.99","0.00","0.00"
"TSA Prairie Fire  – WYSIWYG SPS Frag","0","1","119.99","0.00","0.00"
"TSA Praire Fire – WYSIWYG SPS Frag","0","1","119.99","0.00","0.00"
"TSA Pot of Gold Torch – WYSIWYG LPS Frag","0","1","499.99","0.00","0.00"
"TSA Pot of Gold Torch – WYSIWYG LPS Frag","0","1","499.99","0.00","0.00"
"TSA Pop Rockz Goni – WYSIWYG LPS Frag","0","0","179.99","0.00","0.00"
"TSA Pop Rockz Goni – WYSIWYG LPS Frag","0","1","179.99","0.00","0.00"
"TSA Pop Rockz Goni – WYSIWYG LPS Frag","0","1","179.99","0.00","0.00"
"TSA Pop Rockz Goni – WYSIWYG LPS Frag","0","1","179.99","0.00","0.00"
"TSA Pop Rockz Goni – WYSIWYG LPS Frag","0","1","179.99","0.00","0.00"
"TSA Pop Rockz Goni – WYSIWYG LPS Frag","0","1","179.99","0.00","0.00"
"TSA Plutonium Rhodactis – WYSIWYG Softie Frag","0","1","49.99","0.00","0.00"
"TSA Plutonium Palawanensis Monti – WYSIWYG SPS Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis Monti – WYSIWYG SPS Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis Monti – WYSIWYG SPS Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis Monti – WYSIWYG SPS Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plutonium Palawanensis  – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Plum Hammer – WYSIWYG LPS Frag","1","0","79.99","79.99","79.99"
"TSA Plum Goni – WYSIWYG LPS Frag","0","1","69.99","0.00","0.00"
"TSA Plum Goni – WYSIWYG LPS Frag","0","1","69.99","0.00","0.00"
"TSA Play Nine Favia – WYSIWYG LPS Frag","0","1","35.99","0.00","0.00"
"TSA Play Nine Favia – WYSIWYG LPS Frag","0","1","35.99","0.00","0.00"
"TSA Plasma Pool Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Plasma Pool Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Plasma Pool Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Plasma Pool Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Plasma Pool Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Plasma Pool Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Pinwheel Zoa – WYSIWYG Softie Frag","1","0","26.99","26.99","26.99"
"TSA Pinwheel Zoa – WYSIWYG Softie Frag","0","1","26.99","0.00","0.00"
"TSA Pink Stylo – WYSIWYG SPS Frag","0","1","24.99","0.00","0.00"
"TSA Pink Stylo – WYSIWYG SPS Frag","0","0","30","0.00","0.00"
"TSA Pink Stylo – WYSIWYG SPS Frag","0","0","30","0.00","0.00"
"TSA Pink Stylo – WYSIWYG SPS Frag","0","1","24.99","0.00","0.00"
"TSA Pink Stylo – WYSIWYG SPS Frag","0","1","24.99","0.00","0.00"
"TSA Pink Stylo – WYSIWYG SPS Frag","0","0","30","0.00","0.00"
"TSA Pink Stylo – WYSIWYG SPS Frag","0","0","30","0.00","0.00"
"TSA Pink Heart Goni – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Pink Halo Monti – WYSIWYG SPS Frag","0","1","79.99","0.00","0.00"
"TSA Pink Halo Monti – WYSIWYG SPS Coral Frag","0","1","79.99","0.00","0.00"
"TSA Pink Halo Monti – WYSIWYG SPS Coral Frag","0","1","79.99","0.00","0.00"
"TSA Pineapple Juice – WYSIWYG SPS Frag","0","1","39.99","0.00","0.00"
"TSA Periwinkle Passion Monti Cap – WYSIWYG SPS Coral Frag","1","0","29.99","29.99","29.99"
"TSA Periwinkle Passion Monti Cap – WYSIWYG SPS Coral Frag","1","0","29.99","29.99","26.99"
"TSA Periwinkle Passion Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Periwinkle Passion Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Periwinkle Passion Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Periwinkle Passion Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Periwinkle Passion Monti Cap – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Peachs and Cream Goni – WYSIWYG Softie Frag","0","0","179.99","0.00","0.00"
"TSA Peach Dream Goni – WYSIWYG  Frag","1","0","77.99","77.99","77.99"
"TSA Peach Dream Goni – WYSIWYG  Frag","0","1","77.99","0.00","0.00"
"TSA Patriotic Favia – WYSIWYG LPS Frag","0","1","59.99","0.00","0.00"
"TSA Pastel Bounce Mushroom – WYSIWYG Softie Frag","0","1","199.99","0.00","0.00"
"TSA Pandemic Favia – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Pandemic Favia – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Pandemic Favia – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Pandemic Favia – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Pandemic Favia – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Pandemic Favia – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Pandemic Favia – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Pandemic Favia – WYSIWYG LPS Frag","0","1","89.99","0.00","0.00"
"TSA Paintball Chalice – WYSIWYG LPS Frag","1","0","53.99","53.99","45.89"
"TSA Paintball Chalice – WYSIWYG LPS Frag","0","1","53.99","0.00","0.00"
"TSA Paintball Chalice – WYSIWYG LPS Frag","0","1","53.99","0.00","0.00"
"TSA Paintball Chalice – WYSIWYG LPS Frag","0","1","53.99","0.00","0.00"
"TSA Paintball Chalice – WYSIWYG LPS Frag","0","1","53.99","0.00","0.00"
"TSA Paintball Chalice – WYSIWYG LPS Frag","0","1","53.99","0.00","0.00"
"TSA Paintball Chalice – WYSIWYG LPS Frag","0","1","53.99","0.00","0.00"
"TSA Out of Bounds Favia – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Out of Bounds Favia – WYSIWYG LPS Frag","0","1","35.99","0.00","0.00"
"TSA Out of Bounds Favia – WYSIWYG LPS Frag","0","1","35.99","0.00","0.00"
"TSA Out of Bounds Favia – WYSIWYG LPS Frag","0","1","35.99","0.00","0.00"
"TSA Out of Bounce Favia – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Out of Bounce Favia – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orangesicle – WYSIWYG SPS Frag","0","1","89.99","0.00","0.00"
"TSA Orangesicle – WYSIWYG SPS Frag","0","1","89.99","0.00","0.00"
"TSA Orangesicle – WYSIWYG SPS Coral Frag","0","1","89.99","0.00","0.00"
"TSA Orangesicle – WYSIWYG SPS Coral Frag","0","1","89.99","0.00","0.00"
"TSA Orangesicle – WYSIWYG SPS Coral Frag","0","1","89.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","53.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","59.99","0.00","0.00"
"TSA Orange Crush Echinata – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Optimus Prime – WYSIWYG SPS Coral Frag","1","0","119.99","119.99","119.99"
"TSA Optimus Prime – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Nuclear Fusion Monti Cap – WYSIWYG SPS Frag","0","1","119.99","0.00","0.00"
"TSA Nuclear Fusion Monti Cap – WYSIWYG SPS Frag","0","1","119.99","0.00","0.00"
"TSA Nuclear Fusion Monti Cap – WYSIWYG SPS Coral Frag","1","0","119.99","119.99","101.99"
"TSA Nuclear Fusion Monti Cap – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Nuclear Fusion Monti Cap – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Nuclear Fusion Monti Cap – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Nuclear Fusion Monti Cap – WYSIWYG SPS Coral Frag","0","1","119.99","0.00","0.00"
"TSA Northern Lights Lepto – WYSIWYG LPS Frag","1","0","10","10.00","9.00"
"TSA Northern Lights Lepto – WYSIWYG LPS Frag","0","1","17.99","0.00","0.00"
"TSA Northern Lights Lepto – WYSIWYG LPS Frag","0","1","17.99","0.00","0.00"
"TSA Nightshade – WYSIWYG SPS Frag","0","1","119.99","0.00","0.00"
"TSA Nightshade – WYSIWYG SPS Frag","0","1","119.99","0.00","0.00"
"TSA Night King Speciosa – WYSIWYG SPS Frag","0","1","719.99","0.00","0.00"
"TSA Neon Swamp Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Neon Swamp Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Neon Swamp Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Neon Swamp Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Neon Lights Chalice – WYSIWYG LPS Frag","1","0","74.99","74.99","74.99"
"TSA Neon Lights Chalice – WYSIWYG LPS Frag","0","1","74.99","0.00","0.00"
"TSA Neon Lights Chalice – WYSIWYG LPS Frag","0","1","74.99","0.00","0.00"
"TSA Neon Lights Chalice – WYSIWYG LPS Frag","0","1","74.99","0.00","0.00"
"TSA Neon Green Birdsnest – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Neon Green Birdsnest – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Neon Green Birdsnest – WYSIWYG SPS Coral Frag","0","1","29.99","0.00","0.00"
"TSA Nebula – WYSIWYG SPS Frag","0","1","179.99","0.00","0.00"
"TSA Nebula – WYSIWYG SPS Coral Frag","0","1","179.99","0.00","0.00"
"TSA Nebula – WYSIWYG SPS Coral Frag","0","1","179.99","0.00","0.00"
"TSA Nebula – WYSIWYG SPS Coral Frag","0","1","199.99","0.00","0.00"
"TSA Nebula – WYSIWYG SPS Coral Frag","0","1","179.99","0.00","0.00"
"TSA Nebula – WYSIWYG SPS Coral Frag","0","1","179.99","0.00","0.00"
"TSA Mohawk Zoa – WYSIWYG Softie Frag","0","1","77.99","0.00","0.00"
"TSA Milky Way Zoa – WYSIWYG Softie Frag","1","0","17.99","17.99","17.99"
"TSA Mile High Latistella – WYSIWYG SPS Frag","0","1","53.99","0.00","0.00"
"TSA Mile High Latistella – WYSIWYG SPS Frag","0","1","53.99","0.00","0.00"
"TSA Mile High Latistella – WYSIWYG SPS Frag","0","1","53.99","0.00","0.00"
"TSA Mile High Latistella – WYSIWYG SPS Coral Frag","0","1","47.99","0.00","0.00"
"TSA Mile High Latistella – WYSIWYG SPS Coral Frag","0","1","47.99","0.00","0.00"
"TSA Mile High Latistella – WYSIWYG SPS Coral Frag","0","1","47.99","0.00","0.00"
"TSA Mile High Latistella Colony – WYSIWYG SPS Frag","0","1","599.99","0.00","0.00"
"TSA Metallic Blaze – WYSIWYG SPS Coral Frag","0","1","149.99","0.00","0.00"
"TSA Melonball – WYSIWYG SPS Frag","0","1","69.99","0.00","0.00"
"TSA Melonball – WYSIWYG SPS Coral Frag","0","1","69.99","0.00","0.00"
"TSA Melon Ball – WYSIWYG SPS Frag","0","1","69.99","0.00","0.00"
"TSA Megachrome Monti – WYSIWYG SPS Coral Frag","0","1","23.99","0.00","0.00"
"TSA Megachrome Monti – WYSIWYG SPS Coral Frag","0","1","23.99","0.00","0.00"
"TSA Megachrome Monti – WYSIWYG SPS Coral Frag","0","1","23.99","0.00","0.00"
"TSA Megachrome Monti – WYSIWYG SPS Coral Frag","0","1","23.99","0.00","0.00"
"TSA Megachrome Monti – WYSIWYG SPS Coral Frag","0","1","23.99","0.00","0.00"
"TSA McFavia – WYSIWYG LPS Frag","0","1","47.99","0.00","0.00"
"TSA Master Blaster Chalice – WYSIWYG LPS Frag","0","1","239.99","0.00","0.00"
"TSA Master Blaster Chalice – WYSIWYG LPS Frag","0","1","239.99","0.00","0.00"
"TSA Master Blaster Chalice – WYSIWYG LPS Frag","0","1","239.99","0.00","0.00"
"TSA Master Blaster Chalice – WYSIWYG LPS Frag","0","1","239.99","0.00","0.00"
"TSA Margaritaville – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
"TSA Margaritaville – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
"TSA Margaritaville – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
"TSA Margaritaville – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
"TSA Margaritaville – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
"TSA Margaritaville – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
"TSA Mardi Gras Galaxea – WYSIWYG LPS Frag","1","0","29.99","29.99","25.50"
"TSA Mardi Gras Galaxea – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Mardi Gras Galaxea – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Mardi Gras Galaxea – WYSIWYG LPS Frag","0","1","24.99","0.00","0.00"
"TSA Mardi Gras Galaxea – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Mardi Gras Galaxea – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Mardi Gras Galaxea – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Mardi Gras Bounce Mushroom – WYSIWYG Softie Frag","0","1","59.99","0.00","0.00"
"TSA Mardi Gras Bounce Mushroom – WYSIWYG Softie Frag","0","1","59.99","0.00","0.00"
"TSA Mango Madness – WYSIWYG SPS Frag","0","1","299.99","0.00","0.00"
"TSA Mango Madness – WYSIWYG SPS Coral Frag","0","1","179.99","0.00","0.00"
"TSA Mango Haze Echinata – WYSIWYG LPS Frag","1","0","79.99","79.99","67.99"
"TSA Malibu Rhodactis – WYSIWYG Softie Frag","1","0","89.99","89.99","76.49"
"TSA Malibu Rhodactis – WYSIWYG Softie Frag","0","0","89.99","0.00","0.00"
"TSA Malaysian Jawdropper – WYSIWYG SPS Frag","0","1","79.99","0.00","0.00"
"TSA Malaysian Jawdropper – WYSIWYG SPS Frag","0","1","99.99","0.00","0.00"
"TSA Mac Daddy Blazer – WYSIWYG SPS Frag","0","1","179.99","0.00","0.00"
"TSA Lunar Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Lunar Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Lunar Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Lunar Favia – WYSIWYG LPS Frag","0","1","35.99","0.00","0.00"
"TSA Lunar Favia – WYSIWYG LPS Frag","0","1","59.99","0.00","0.00"
"TSA Lunar Favia – WYSIWYG LPS Frag","0","1","35.99","0.00","0.00"
"TSA Luigi Chalice – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Luigi Chalice – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Luigi Chalice – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Luigi Chalice – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Long Island – WYSIWYG SPS Coral Frag","1","0","89.99","89.99","89.99"
"TSA Long Island – WYSIWYG SPS Coral Frag","0","1","89.99","0.00","0.00"
"TSA Long Island – WYSIWYG SPS Coral Frag","0","1","89.99","0.00","0.00"
"TSA Lemon Twist Paly – WYSIWYG Softie Frag","1","0","29.99","29.99","25.50"
"TSA Lemon Twist Paly – WYSIWYG Softie Frag","1","0","10.00","10.00","10.00"
"TSA Lemon Lime – WYSIWYG LPS Frag","1","0","39.99","39.99","35.99"
"TSA Lemon Lime – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnophora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnophora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnophora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnophora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnophora – WYSIWYG LPS Frag","0","0","39.99","0.00","0.00"
"TSA Lemon Lime Hydnophora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnophora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnophora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnohpora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Lime Hydnohpora – WYSIWYG LPS Frag","0","1","39.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","1","0","47.99","47.99","43.19"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","1","0","47.99","47.99","47.99"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","1","0","47.99","47.99","43.19"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","0","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Laser Cloves – WYSIWYG Softie Frag","0","1","47.99","0.00","0.00"
"TSA Lemon Frost – WYSIWYG LPS Frag","0","1","24.99","0.00","0.00"
"TSA Lemon Frost  – WYSIWYG LPS Frag","0","1","24.99","0.00","0.00"
"TSA Lemon Frost  – WYSIWYG LPS Frag","0","1","24.99","0.00","0.00"
"TSA Lava Field Lepto – WYSIWYG LPS Frag","0","1","24.99","0.00","0.00"
"TSA Lava Field Lepto – WYSIWYG LPS Frag","0","1","24.99","0.00","0.00"
"TSA Laffy Taffy Goni – WYSIWYG LPS Frag","0","1","119.99","0.00","0.00"
"TSA Laffy Taffy Goni – WYSIWYG LPS Frag","0","1","119.99","0.00","0.00"
"TSA Laffy Taffy Goni – WYSIWYG LPS Frag","0","1","119.99","0.00","0.00"
"TSA Laffy Taffy Goni – WYSIWYG LPS Frag","0","1","119.99","0.00","0.00"
"TSA Laffy Taffy Goni – WYSIWYG LPS Frag","0","1","119.99","0.00","0.00"
"TSA King Curacao – WYSIWYG SPS Coral Frag","1","0","299.99","299.99","254.99"
"TSA King Curacao – WYSIWYG SPS Coral Frag","0","1","299.99","0.00","0.00"
"TSA Keylime Pie Favia – WYSIWYG LPS Frag","0","1","34.99","0.00","0.00"
"TSA Keylime Pie Favia – WYSIWYG LPS Frag","0","1","26.99","0.00","0.00"
"TSA Kaboom Monti – WYSIWYG SPS Frag","0","1","59.99","0.00","0.00"
"TSA Kaboom Monti – WYSIWYG SPS Coral Frag","0","1","59.99","0.00","0.00"
"TSA Kaboom Monti – WYSIWYG SPS Coral Frag","0","1","59.99","0.00","0.00"
"TSA Jester Insanity Torch – WYSIWYG LPS Frag","1","0","249.99","249.99","212.50"
"TSA Jester Insanity Torch – WYSIWYG LPS Frag","1","0","249.99","249.99","249.99"
"TSA Jester Insanity Torch – WYSIWYG LPS Frag","0","1","249.99","0.00","0.00"
"TSA Jade Leptastrea – WYSIWYG LPS Frag","0","1","23.99","0.00","0.00"
"TSA Jade Leptastrea – WYSIWYG LPS Frag","0","1","23.99","0.00","0.00"
"TSA Jade Leptastrea – WYSIWYG LPS Frag","0","1","23.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","1","0","39.99","39.99","36.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","1","0","39.99","39.99","39.99"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Jade Dragon Birdsnest – WYSIWYG SPS Coral Frag","0","1","39.99","0.00","0.00"
"TSA Irish Hammer – WYSIWYG LPS Frag","0","1","77.99","0.00","0.00"
"TSA Irish Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Irish Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Irish Favia – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Inferno Favia – WYSIWYG LPS Frag","1","0","44.99","44.99","38.24"
"TSA Inferno Favia – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Inferno Favia – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Inferno Favia – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Inferno Favia – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Inferno Favia – WYSIWYG LPS Frag","0","1","44.99","0.00","0.00"
"TSA Immortal Goni – WYSIWYG LPS Frag","1","0","49.99","49.99","49.99"
"TSA Immortal Goni – WYSIWYG LPS Frag","0","1","49.99","0.00","0.00"
"TSA Iceman Hydnophora – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Iceman Hydnophora – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Iceman Hydnophora – WYSIWYG LPS Frag","0","1","29.99","0.00","0.00"
"TSA Ice Tort – WYSIWYG SPS Coral Frag","1","0","34.99","34.99","34.99"
"TSA Ice Tort – WYSIWYG SPS Coral Frag","1","0","34.99","34.99","34.99"
"TSA Ice Tort – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
"TSA Ice Tort – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
"TSA Ice Tort – WYSIWYG SPS Coral Frag","0","1","34.99","0.00","0.00"
